Screenshot #,Filename,Relative Path,Module,Component,State,Timestamp,Size (KB),Analysis Notes,Spec Compliance,Visual Integrity,Functionality
1382,approvals_list_20251229_041018.png,comprehensive/companies/approvals_list_20251229_041018.png,Companies/Conventions,List View,Captured State,2025-12-29 04:10:18,134.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1383,approvals_list_20251229_043756.png,comprehensive/companies/approvals_list_20251229_043756.png,Companies/Conventions,List View,Captured State,2025-12-29 04:37:56,134.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1384,approvals_list_20251229_044244.png,comprehensive/companies/approvals_list_20251229_044244.png,Companies/Conventions,List View,Captured State,2025-12-29 04:42:44,134.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1385,approvals_list_20251229_050650.png,comprehensive/companies/approvals_list_20251229_050650.png,Companies/Conventions,List View,Captured State,2025-12-29 05:06:50,134.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1386,approvals_list_20251229_051501.png,comprehensive/companies/approvals_list_20251229_051501.png,Companies/Conventions,List View,Captured State,2025-12-29 05:15:01,134.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1387,companies_list_20251229_034242.png,comprehensive/companies/companies_list_20251229_034242.png,Companies/Conventions,List View,Captured State,2025-12-29 03:42:43,273.0,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1388,companies_list_20251229_041008.png,comprehensive/companies/companies_list_20251229_041008.png,Companies/Conventions,List View,Captured State,2025-12-29 04:10:08,1340.2,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1389,companies_list_20251229_043745.png,comprehensive/companies/companies_list_20251229_043745.png,Companies/Conventions,List View,Captured State,2025-12-29 04:37:46,1340.2,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1390,companies_list_20251229_044233.png,comprehensive/companies/companies_list_20251229_044233.png,Companies/Conventions,List View,Captured State,2025-12-29 04:42:34,1340.2,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1391,companies_list_20251229_050639.png,comprehensive/companies/companies_list_20251229_050639.png,Companies/Conventions,List View,Captured State,2025-12-29 05:06:40,1340.2,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1392,companies_list_20251229_051451.png,comprehensive/companies/companies_list_20251229_051451.png,Companies/Conventions,List View,Captured State,2025-12-29 05:14:51,1340.2,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1393,company_form_20251229_034254.png,comprehensive/companies/company_form_20251229_034254.png,Companies/Conventions,Form,Captured State,2025-12-29 03:42:54,273.0,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1394,company_form_20251229_041013.png,comprehensive/companies/company_form_20251229_041013.png,Companies/Conventions,Form,Captured State,2025-12-29 04:10:13,1398.8,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1395,company_form_20251229_043751.png,comprehensive/companies/company_form_20251229_043751.png,Companies/Conventions,Form,Captured State,2025-12-29 04:37:51,1398.8,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1396,company_form_20251229_044239.png,comprehensive/companies/company_form_20251229_044239.png,Companies/Conventions,Form,Captured State,2025-12-29 04:42:39,1398.8,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1397,company_form_20251229_050644.png,comprehensive/companies/company_form_20251229_050644.png,Companies/Conventions,Form,Captured State,2025-12-29 05:06:45,1398.8,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1398,company_form_20251229_051456.png,comprehensive/companies/company_form_20251229_051456.png,Companies/Conventions,Form,Captured State,2025-12-29 05:14:57,1398.8,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1399,devices_main_20251229_034458.png,comprehensive/devices/devices_main_20251229_034458.png,Devices,UI Component,Captured State,2025-12-29 03:44:58,273.0,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1400,devices_main_20251229_041101.png,comprehensive/devices/devices_main_20251229_041101.png,Devices,UI Component,Captured State,2025-12-29 04:11:01,318.1,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1401,devices_main_20251229_043839.png,comprehensive/devices/devices_main_20251229_043839.png,Devices,UI Component,Captured State,2025-12-29 04:38:39,321.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1402,devices_main_20251229_044327.png,comprehensive/devices/devices_main_20251229_044327.png,Devices,UI Component,Captured State,2025-12-29 04:43:28,321.8,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1403,devices_main_20251229_050732.png,comprehensive/devices/devices_main_20251229_050732.png,Devices,UI Component,Captured State,2025-12-29 05:07:32,319.2,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1404,devices_main_20251229_051546.png,comprehensive/devices/devices_main_20251229_051546.png,Devices,UI Component,Captured State,2025-12-29 05:15:46,320.5,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1405,01_frame_inventory.png,inventory_operations/01_frame_inventory.png,Inventory,Inventory,Captured State,2025-12-21 20:06:29,318.4,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1406,02_contact_lens_inventory.png,inventory_operations/02_contact_lens_inventory.png,Inventory,Inventory,Captured State,2025-12-21 20:06:31,330.2,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1407,03_optical_lens_inventory.png,inventory_operations/03_optical_lens_inventory.png,Inventory,"Inventory, Optical",Captured State,2025-12-21 20:06:32,339.4,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1408,03_optical_lens_inventory_add_modal.png,inventory_operations/03_optical_lens_inventory_add_modal.png,Inventory,"Modal Dialog, Inventory, Optical",Captured State,2025-12-21 20:06:34,349.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1409,04_reagent_inventory.png,inventory_operations/04_reagent_inventory.png,Inventory,Inventory,Captured State,2025-12-21 20:06:36,126.1,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1410,04_reagent_inventory_add_modal.png,inventory_operations/04_reagent_inventory_add_modal.png,Inventory,"Modal Dialog, Inventory",Captured State,2025-12-21 20:06:37,134.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1411,05_lab_consumable_inventory.png,inventory_operations/05_lab_consumable_inventory.png,Inventory,"Inventory, Laboratory",Captured State,2025-12-21 20:06:39,138.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1412,05_lab_consumable_inventory_add_modal.png,inventory_operations/05_lab_consumable_inventory_add_modal.png,Inventory,"Modal Dialog, Inventory, Laboratory",Captured State,2025-12-21 20:06:40,151.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1413,06_unified_inventory.png,inventory_operations/06_unified_inventory.png,Inventory,Inventory,Captured State,2025-12-21 20:06:43,274.4,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1414,06_unified_inventory_add_modal.png,inventory_operations/06_unified_inventory_add_modal.png,Inventory,"Modal Dialog, Inventory",Captured State,2025-12-21 20:06:47,261.2,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1415,medication_selected.png,prescription/medication_selected.png,Prescriptions,UI Component,Selected,2025-12-21 23:17:00,258.0,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1416,patient_selected.png,prescription/patient_selected.png,Prescriptions,Patient,Selected,2025-12-21 23:17:00,258.0,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1417,prescription_page.png,prescription/prescription_page.png,Prescriptions,Prescription,Captured State,2025-12-21 23:16:59,212.4,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1418,rx_form_filled.png,prescription/rx_form_filled.png,Prescriptions,Form,Form Filled,2025-12-21 23:17:00,258.0,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1419,rx_modal_open.png,prescription/rx_modal_open.png,Prescriptions,Modal Dialog,Modal/Menu Open,2025-12-21 23:17:00,258.0,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1420,rx_submitted.png,prescription/rx_submitted.png,Prescriptions,UI Component,Submitted,2025-12-21 23:17:00,258.0,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1421,00_logged_in.png,workflows/00_logged_in.png,Workflows,UI Component,Captured State,2025-12-21 23:12:47,818.6,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1422,01_patient_list.png,workflows/01_patient_list.png,Workflows,"List View, Patient",Captured State,2025-12-21 23:12:49,243.6,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1423,02_patient_wizard_start.png,workflows/02_patient_wizard_start.png,Workflows,"Registration Wizard, Patient",Captured State,2025-12-21 23:12:50,254.4,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1424,03_patient_wizard_step2.png,workflows/03_patient_wizard_step2.png,Workflows,"Registration Wizard, Patient",Wizard Step,2025-12-21 23:12:52,239.2,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1425,04_patient_wizard_personnel.png,workflows/04_patient_wizard_personnel.png,Workflows,"Registration Wizard, Patient",Captured State,2025-12-21 23:13:02,233.0,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1426,05_patient_wizard_step3.png,workflows/05_patient_wizard_step3.png,Workflows,"Registration Wizard, Patient",Wizard Step,2025-12-21 23:13:03,234.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1427,06_patient_wizard_contact.png,workflows/06_patient_wizard_contact.png,Workflows,"Registration Wizard, Patient",Captured State,2025-12-21 23:13:19,234.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1428,07_patient_wizard_step4.png,workflows/07_patient_wizard_step4.png,Workflows,"Registration Wizard, Patient",Wizard Step,2025-12-21 23:13:20,234.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1429,08_patient_wizard_convention.png,workflows/08_patient_wizard_convention.png,Workflows,"Registration Wizard, Patient",Captured State,2025-12-21 23:13:21,234.8,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1430,08b_patient_wizard_medical.png,workflows/08b_patient_wizard_medical.png,Workflows,"Registration Wizard, Patient",Captured State,2025-12-21 23:13:22,234.8,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1431,100_template_new.png,workflows/100_template_new.png,Workflows,UI Component,Captured State,2025-12-21 23:14:46,182.0,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1432,101_template_import.png,workflows/101_template_import.png,Workflows,UI Component,Captured State,2025-12-21 23:14:47,160.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1433,102_device_manager_dashboard.png,workflows/102_device_manager_dashboard.png,Workflows,Dashboard,Captured State,2025-12-21 23:14:49,215.5,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1434,103_device_manager_add.png,workflows/103_device_manager_add.png,Workflows,UI Component,Captured State,2025-12-21 23:14:50,237.4,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1435,104_device_manager_stats.png,workflows/104_device_manager_stats.png,Workflows,UI Component,Captured State,2025-12-21 23:14:52,45.4,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1436,105_network_discovery_dashboard.png,workflows/105_network_discovery_dashboard.png,Workflows,Dashboard,Captured State,2025-12-21 23:14:53,212.6,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1437,10_ophthalmology_dashboard.png,workflows/10_ophthalmology_dashboard.png,Workflows,Dashboard,Captured State,2025-12-21 23:13:27,264.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1438,20_invoicing_dashboard.png,workflows/20_invoicing_dashboard.png,Workflows,Dashboard,Captured State,2025-12-21 23:13:30,214.6,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1439,21_invoice_modal.png,workflows/21_invoice_modal.png,Workflows,"Modal Dialog, Invoice",Captured State,2025-12-21 23:13:31,237.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1440,22_invoice_patient_search.png,workflows/22_invoice_patient_search.png,Workflows,"Search, Patient, Invoice",Captured State,2025-12-21 23:13:32,238.1,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1441,25_invoice_form_filled.png,workflows/25_invoice_form_filled.png,Workflows,"Form, Invoice",Form Filled,2025-12-21 23:13:33,238.1,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1442,30_appointments_dashboard.png,workflows/30_appointments_dashboard.png,Workflows,"Dashboard, Appointment",Captured State,2025-12-21 23:13:35,312.1,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1443,31_appointment_modal.png,workflows/31_appointment_modal.png,Workflows,"Modal Dialog, Appointment",Captured State,2025-12-21 23:13:36,258.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1444,32_appointment_patient_search.png,workflows/32_appointment_patient_search.png,Workflows,"Search, Appointment, Patient",Captured State,2025-12-21 23:13:38,257.4,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1445,33_appointment_form_filled.png,workflows/33_appointment_form_filled.png,Workflows,"Form, Appointment",Form Filled,2025-12-21 23:13:38,258.1,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1446,40_queue_dashboard.png,workflows/40_queue_dashboard.png,Workflows,"Dashboard, Queue View",Captured State,2025-12-21 23:13:41,222.1,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1447,41_queue_checkin_modal.png,workflows/41_queue_checkin_modal.png,Workflows,"Modal Dialog, Queue View, Check-in",Captured State,2025-12-21 23:13:42,235.4,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1448,42_queue_patient_search.png,workflows/42_queue_patient_search.png,Workflows,"Search, Queue View, Patient",Captured State,2025-12-21 23:13:43,217.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1449,43_queue_walkin_modal.png,workflows/43_queue_walkin_modal.png,Workflows,"Modal Dialog, Queue View",Captured State,2025-12-21 23:13:45,220.2,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1450,44_queue_empty_state.png,workflows/44_queue_empty_state.png,Workflows,"Queue View, Empty State",Empty State,2025-12-21 23:13:46,221.0,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1451,50_prescriptions_dashboard.png,workflows/50_prescriptions_dashboard.png,Workflows,"Dashboard, Prescription",Captured State,2025-12-21 23:13:49,212.4,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1452,51_prescriptions_filters.png,workflows/51_prescriptions_filters.png,Workflows,"Filter Panel, Prescription",Captured State,2025-12-21 23:13:51,121.4,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1453,52_prescription_modal.png,workflows/52_prescription_modal.png,Workflows,"Modal Dialog, Prescription",Captured State,2025-12-21 23:13:52,259.2,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1454,55_prescription_form.png,workflows/55_prescription_form.png,Workflows,"Form, Prescription",Captured State,2025-12-21 23:13:53,259.2,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1455,60_surgery_dashboard.png,workflows/60_surgery_dashboard.png,Workflows,"Dashboard, Surgery",Captured State,2025-12-21 23:13:55,171.5,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1456,61_surgery_new_case.png,workflows/61_surgery_new_case.png,Workflows,Surgery,Captured State,2025-12-21 23:13:56,142.2,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1457,62_surgery_surgeon_view.png,workflows/62_surgery_surgeon_view.png,Workflows,Surgery,Captured State,2025-12-21 23:13:58,143.4,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1458,63_surgery_agenda.png,workflows/63_surgery_agenda.png,Workflows,Surgery,Captured State,2025-12-21 23:13:58,143.4,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1459,64_ivt_dashboard.png,workflows/64_ivt_dashboard.png,Workflows,"Dashboard, IVT Injection",Captured State,2025-12-21 23:14:01,182.2,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1460,65_ivt_new_injection.png,workflows/65_ivt_new_injection.png,Workflows,IVT Injection,Captured State,2025-12-21 23:14:02,143.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1461,67_lab_dashboard.png,workflows/67_lab_dashboard.png,Workflows,"Dashboard, Laboratory",Captured State,2025-12-21 23:14:04,234.8,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1462,68_lab_new_order.png,workflows/68_lab_new_order.png,Workflows,"Order, Laboratory",Captured State,2025-12-21 23:14:06,260.4,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1463,69_lab_catalog.png,workflows/69_lab_catalog.png,Workflows,Laboratory,Captured State,2025-12-21 23:14:06,234.5,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1464,70_orthoptic_dashboard.png,workflows/70_orthoptic_dashboard.png,Workflows,Dashboard,Captured State,2025-12-21 23:14:09,257.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1465,71_orthoptic_new_exam.png,workflows/71_orthoptic_new_exam.png,Workflows,Exam,Captured State,2025-12-21 23:14:10,168.8,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1466,73_imaging_dashboard.png,workflows/73_imaging_dashboard.png,Workflows,Dashboard,Captured State,2025-12-21 23:14:13,997.2,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1467,75_imaging_compare.png,workflows/75_imaging_compare.png,Workflows,UI Component,Captured State,2025-12-21 23:14:13,997.6,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1468,76_imaging_filters.png,workflows/76_imaging_filters.png,Workflows,Filter Panel,Captured State,2025-12-21 23:14:16,145.5,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1469,80_pharmacy_dashboard.png,workflows/80_pharmacy_dashboard.png,Workflows,"Dashboard, Pharmacy",Captured State,2025-12-21 23:14:18,183.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1470,81_pharmacy_add_modal.png,workflows/81_pharmacy_add_modal.png,Workflows,"Modal Dialog, Pharmacy",Captured State,2025-12-21 23:14:19,96.6,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1471,82_pharmacy_sections.png,workflows/82_pharmacy_sections.png,Workflows,Pharmacy,Captured State,2025-12-21 23:14:20,96.6,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1472,83_optical_shop_dashboard.png,workflows/83_optical_shop_dashboard.png,Workflows,"Dashboard, Optical",Captured State,2025-12-21 23:14:22,183.0,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1473,84_optical_shop_search.png,workflows/84_optical_shop_search.png,Workflows,"Search, Optical",Captured State,2025-12-21 23:14:23,190.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1474,85_optical_shop_actions.png,workflows/85_optical_shop_actions.png,Workflows,Optical,Captured State,2025-12-21 23:14:24,190.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1475,86_glasses_orders_dashboard.png,workflows/86_glasses_orders_dashboard.png,Workflows,"Dashboard, Order",Captured State,2025-12-21 23:14:26,227.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1476,87_glasses_orders_new.png,workflows/87_glasses_orders_new.png,Workflows,Order,Captured State,2025-12-21 23:14:28,88.0,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1477,88_glasses_orders_tabs.png,workflows/88_glasses_orders_tabs.png,Workflows,Order,Captured State,2025-12-21 23:14:28,88.8,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1478,89_cross_clinic_dashboard.png,workflows/89_cross_clinic_dashboard.png,Workflows,Dashboard,Captured State,2025-12-21 23:14:31,173.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1479,91_cross_clinic_transfers.png,workflows/91_cross_clinic_transfers.png,Workflows,UI Component,Captured State,2025-12-21 23:14:31,173.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1480,92_cross_clinic_alerts.png,workflows/92_cross_clinic_alerts.png,Workflows,UI Component,Captured State,2025-12-21 23:14:32,173.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1481,93_settings_main.png,workflows/93_settings_main.png,Workflows,UI Component,Captured State,2025-12-21 23:14:34,137.1,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1482,94_settings_1_profil.png,workflows/94_settings_1_profil.png,Workflows,UI Component,Captured State,2025-12-21 23:14:36,137.1,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1483,94_settings_2_notifications.png,workflows/94_settings_2_notifications.png,Workflows,UI Component,Captured State,2025-12-21 23:14:37,252.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1484,94_settings_8_clinique.png,workflows/94_settings_8_clinique.png,Workflows,UI Component,Captured State,2025-12-21 23:14:38,268.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1485,95_user_management_dashboard.png,workflows/95_user_management_dashboard.png,Workflows,Dashboard,Captured State,2025-12-21 23:14:40,263.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1486,96_user_management_add.png,workflows/96_user_management_add.png,Workflows,UI Component,Captured State,2025-12-21 23:14:42,245.5,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1487,97_user_management_form.png,workflows/97_user_management_form.png,Workflows,Form,Captured State,2025-12-21 23:14:42,250.4,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1488,99_template_dashboard.png,workflows/99_template_dashboard.png,Workflows,Dashboard,Captured State,2025-12-21 23:14:45,160.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1489,01_patient_edit_no_data.png,patient_edit/01_patient_edit_no_data.png,Patient Management,Patient,Captured State,2025-12-21 20:06:10,154.4,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1490,01_studiovision_header.png,studiovision_data/01_studiovision_header.png,StudioVision,UI Component,Captured State,2025-12-21 20:03:54,308.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1491,02_resume_tab.png,studiovision_data/02_resume_tab.png,StudioVision,UI Component,Captured State,2025-12-21 20:03:55,308.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1492,03_full_consultation.png,studiovision_data/03_full_consultation.png,StudioVision,Consultation,Captured State,2025-12-21 20:03:55,334.5,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1493,after_save.png,studiovision_data/after_save.png,StudioVision,UI Component,After Action,2025-12-20 19:32:32,205.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1494,error_state.png,studiovision_data/error_state.png,StudioVision,Error State,Error State,2025-12-20 19:30:45,206.2,Error/validation state captured,COMPLIANT,PASSED,VERIFIED
1495,iop_filled.png,studiovision_data/iop_filled.png,StudioVision,IOP Measurement,Form Filled,2025-12-20 19:32:30,205.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1496,iop_section.png,studiovision_data/iop_section.png,StudioVision,IOP Measurement,Captured State,2025-12-20 19:32:30,205.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1497,ophthalmology_dashboard.png,studiovision_data/ophthalmology_dashboard.png,StudioVision,Dashboard,Captured State,2025-12-20 19:32:23,264.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1498,patient_selected.png,studiovision_data/patient_selected.png,StudioVision,Patient,Selected,2025-12-20 19:29:07,217.1,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1499,patient_selection_modal.png,studiovision_data/patient_selection_modal.png,StudioVision,"Modal Dialog, Patient",Captured State,2025-12-20 19:32:24,226.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1500,refraction_filled.png,studiovision_data/refraction_filled.png,StudioVision,Refraction,Form Filled,2025-12-20 19:32:29,206.0,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1501,refraction_initial.png,studiovision_data/refraction_initial.png,StudioVision,Refraction,Initial State,2025-12-20 19:32:26,240.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1502,refraction_od_filled.png,studiovision_data/refraction_od_filled.png,StudioVision,Refraction,Form Filled,2025-12-20 19:32:29,205.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1503,refraction_tab_active.png,studiovision_data/refraction_tab_active.png,StudioVision,Refraction,Captured State,2025-12-20 19:32:28,206.0,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1504,studiovision_loaded.png,studiovision_data/studiovision_loaded.png,StudioVision,UI Component,Captured State,2025-12-20 19:32:26,240.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1505,visual_acuity_filled.png,studiovision_data/visual_acuity_filled.png,StudioVision,UI Component,Form Filled,2025-12-20 19:32:30,205.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1506,00_logged_in.png,patient_wizard/00_logged_in.png,Patient Management,UI Component,Captured State,2025-12-21 23:15:45,13.4,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1507,error_state.png,patient_wizard/error_state.png,Patient Management,Error State,Error State,2025-12-20 19:10:00,236.2,Error/validation state captured,COMPLIANT,PASSED,VERIFIED
1508,step1_photo.png,patient_wizard/step1_photo.png,Patient Management,UI Component,Wizard Step,2025-12-21 23:15:48,254.5,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1509,step2_filled.png,patient_wizard/step2_filled.png,Patient Management,UI Component,Form Filled,2025-12-21 23:15:50,232.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1510,step2_personnel.png,patient_wizard/step2_personnel.png,Patient Management,UI Component,Wizard Step,2025-12-21 23:15:49,239.2,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1511,step3_contact.png,patient_wizard/step3_contact.png,Patient Management,UI Component,Wizard Step,2025-12-21 23:15:50,233.5,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1512,step3_filled.png,patient_wizard/step3_filled.png,Patient Management,UI Component,Form Filled,2025-12-21 23:15:51,233.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1513,step4_convention.png,patient_wizard/step4_convention.png,Patient Management,UI Component,Wizard Step,2025-12-21 23:15:51,233.8,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1514,step4_filled.png,patient_wizard/step4_filled.png,Patient Management,UI Component,Form Filled,2025-12-21 23:15:52,233.6,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1515,step5_filled.png,patient_wizard/step5_filled.png,Patient Management,UI Component,Form Filled,2025-12-21 23:15:53,234.9,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1516,step5_medical.png,patient_wizard/step5_medical.png,Patient Management,UI Component,Wizard Step,2025-12-21 23:15:53,234.7,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1517,step5_result.png,patient_wizard/step5_result.png,Patient Management,UI Component,Wizard Step,2025-12-21 23:15:54,234.8,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1518,step6_confirmation.png,patient_wizard/step6_confirmation.png,Patient Management,UI Component,Wizard Step,2025-12-20 19:22:31,228.8,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1519,step6_result.png,patient_wizard/step6_result.png,Patient Management,UI Component,Wizard Step,2025-12-20 19:22:32,228.6,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1520,01_companies_list.png,company_detail/01_companies_list.png,Companies/Conventions,List View,Captured State,2025-12-21 20:07:09,1267.3,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
1521,02_company_detail.png,company_detail/02_company_detail.png,Companies/Conventions,Detail View,Captured State,2025-12-21 20:07:11,123.5,Feature verification - UI functional,COMPLIANT,PASSED,VERIFIED
